v4_0,time,time,uk_only,geography,cpih1dim1,aggregate
73.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
73.7,Month,Mar-07,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
73.8,Month,Feb-07,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
73.2,Month,Jan-07,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
73,Month,Dec-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.2,Month,Nov-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.9,Month,Oct-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.2,Month,Sep-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.9,Month,Aug-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.4,Month,Jun-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71,Month,May-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.6,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.4,Month,Mar-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.2,Month,Feb-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.4,Month,Jan-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.1,Month,Dec-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
70.9,Month,Nov-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
71.2,Month,Oct-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
70.8,Month,Sep-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
70.9,Month,Aug-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.5,Month,Jun-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.8,Month,May-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.1,Month,Apr-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.3,Month,Mar-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.1,Month,Feb-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
72.2,Month,Jan-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
102.5,Month,Nov-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.5,Month,Oct-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.5,Month,Sep-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.4,Month,Aug-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.4,Month,Jul-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.4,Month,Jun-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.3,Month,May-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.2,Month,Apr-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
102.1,Month,Mar-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.9,Month,Feb-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.8,Month,Dec-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.8,Month,Nov-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.8,Month,Oct-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.6,Month,Sep-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.5,Month,Aug-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.4,Month,Jul-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.3,Month,Jun-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.2,Month,May-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.3,Month,Apr-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.3,Month,Mar-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.3,Month,Feb-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.2,Month,Jan-17,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101,Month,Dec-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101,Month,Oct-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.8,Month,Sep-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.7,Month,Aug-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.6,Month,Jul-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.5,Month,Jun-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.5,Month,May-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.5,Month,Apr-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.5,Month,Mar-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.5,Month,Feb-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.4,Month,Jan-16,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.3,Month,Dec-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100.2,Month,Oct-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100,Month,Sep-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.9,Month,Aug-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100,Month,Jul-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.9,Month,Jun-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100,Month,May-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
100,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.9,Month,Mar-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.8,Month,Feb-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Jan-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Dec-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Oct-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Sep-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Aug-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Jul-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jun-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,May-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Mar-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Feb-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jan-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Dec-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Nov-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Oct-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Sep-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.3,Month,Aug-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.3,Month,Jul-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.1,Month,Jun-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.2,Month,May-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Mar-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Feb-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.3,Month,Jan-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Dec-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Nov-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.5,Month,Oct-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Sep-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.4,Month,Aug-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jul-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Jun-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,May-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Mar-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Feb-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jan-12,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Dec-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Nov-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Oct-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Sep-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Aug-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jul-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Jun-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,May-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.7,Month,Mar-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.8,Month,Feb-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.8,Month,Jan-11,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.3,Month,Dec-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.3,Month,Nov-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.4,Month,Oct-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.4,Month,Sep-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.3,Month,Aug-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.2,Month,Jul-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
98.1,Month,Jun-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.9,Month,May-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.7,Month,Mar-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.7,Month,Feb-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.6,Month,Jan-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.9,Month,Dec-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97,Month,Nov-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.9,Month,Oct-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.9,Month,Sep-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.8,Month,Aug-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.8,Month,Jul-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.8,Month,Jun-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97,Month,May-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.8,Month,Mar-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97,Month,Feb-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97,Month,Jan-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.3,Month,Dec-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.7,Month,Nov-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.6,Month,Oct-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.4,Month,Sep-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
97.3,Month,Aug-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.9,Month,Jul-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
95.5,Month,Jun-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
95.3,Month,May-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
95.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
94.8,Month,Mar-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
94.7,Month,Feb-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
94.7,Month,Jan-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
93.6,Month,Dec-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
93.4,Month,Nov-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
93.1,Month,Oct-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
92.5,Month,Sep-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
92.3,Month,Aug-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
92.1,Month,Jul-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
92,Month,Jun-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
91.8,Month,May-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
91.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
91.1,Month,Mar-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
90.9,Month,Feb-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
90.8,Month,Jan-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
89.4,Month,Dec-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
89.2,Month,Nov-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
89,Month,Oct-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
88.6,Month,Sep-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
88.4,Month,Aug-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
88.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
87.8,Month,Jun-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
87.7,Month,May-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
87.4,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
87,Month,Mar-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
86.9,Month,Feb-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
86.8,Month,Jan-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
85.9,Month,Dec-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
85.8,Month,Nov-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
85.5,Month,Oct-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
85,Month,Sep-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
84.8,Month,Aug-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
84.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
84.1,Month,Jun-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
83.9,Month,May-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
83.4,Month,Apr-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
83.1,Month,Mar-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
82.6,Month,Feb-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
82.4,Month,Jan-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
105.7,Month,Nov-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Oct-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Sep-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Aug-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Jul-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Jun-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,May-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
105.7,Month,Apr-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Mar-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Feb-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Jan-18,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Dec-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Nov-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Oct-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Sep-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Aug-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Jul-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Jun-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,May-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
103,Month,Apr-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Mar-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Feb-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Jan-17,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Dec-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Oct-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Sep-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Aug-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Jul-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Jun-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,May-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
101.2,Month,Apr-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Mar-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Feb-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Jan-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Dec-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Oct-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Sep-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Aug-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Jul-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Jun-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,May-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Mar-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Feb-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Jan-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Dec-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Oct-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Sep-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Aug-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Jul-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Jun-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,May-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Mar-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Feb-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Jan-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Dec-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Nov-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Oct-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Sep-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Aug-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Jul-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.1,Month,Jun-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
