V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
75.7,Feb-05,Feb-05,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
75.7,Jan-05,Jan-05,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
106.1,Nov-18,Nov-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
106.0,Oct-18,Oct-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.9,Sep-18,Sep-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.7,Aug-18,Aug-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.6,Jul-18,Jul-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.4,Jun-18,Jun-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.4,May-18,May-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.3,Apr-18,Apr-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.2,Mar-18,Mar-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.1,Feb-18,Feb-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
105.0,Jan-18,Jan-18,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.9,Dec-17,Dec-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.9,Nov-17,Nov-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.8,Oct-17,Oct-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.8,Sep-17,Sep-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.6,Aug-17,Aug-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.4,Jul-17,Jul-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.2,Jun-17,Jun-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.2,May-17,May-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.1,Apr-17,Apr-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
104.0,Mar-17,Mar-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
103.9,Feb-17,Feb-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
103.8,Jan-17,Jan-17,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
103.6,Dec-16,Dec-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
103.4,Nov-16,Nov-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
103.2,Oct-16,Oct-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
102.8,Sep-16,Sep-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
102.7,Aug-16,Aug-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
102.4,Jul-16,Jul-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
102.2,Jun-16,Jun-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
102.1,May-16,May-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
101.8,Apr-16,Apr-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
101.5,Mar-16,Mar-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
101.3,Feb-16,Feb-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
101.2,Jan-16,Jan-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.9,Dec-15,Dec-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.8,Nov-15,Nov-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.5,Oct-15,Oct-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.4,Sep-15,Sep-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.2,Aug-15,Aug-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.0,Jul-15,Jul-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.9,Jun-15,Jun-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.7,May-15,May-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.6,Apr-15,Apr-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.4,Mar-15,Mar-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.3,Feb-15,Feb-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.3,Jan-15,Jan-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
99.0,Dec-14,Dec-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.9,Nov-14,Nov-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.7,Oct-14,Oct-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.6,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.5,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.2,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.0,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.9,May-14,May-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.7,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.5,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.5,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.4,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.4,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.3,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.1,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
97.0,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.9,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.8,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.7,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.6,May-13,May-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.5,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.1,Jan-13,Jan-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.1,Dec-12,Dec-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.0,Nov-12,Nov-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.8,Oct-12,Oct-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.8,Sep-12,Sep-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.6,Aug-12,Aug-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.4,Jul-12,Jul-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.3,Jun-12,Jun-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.2,May-12,May-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.1,Apr-12,Apr-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
95.0,Mar-12,Mar-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.8,Feb-12,Feb-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.7,Jan-12,Jan-12,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.6,Dec-11,Dec-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.4,Nov-11,Nov-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.3,Oct-11,Oct-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.2,Sep-11,Sep-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
94.0,Aug-11,Aug-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.9,Jul-11,Jul-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.8,Jun-11,Jun-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.7,May-11,May-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.5,Apr-11,Apr-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.4,Mar-11,Mar-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.2,Feb-11,Feb-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.1,Jan-11,Jan-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.9,Dec-10,Dec-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.8,Nov-10,Nov-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.7,Oct-10,Oct-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.6,Sep-10,Sep-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.5,Aug-10,Aug-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.4,Jul-10,Jul-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.3,Jun-10,Jun-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.3,May-10,May-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.1,Apr-10,Apr-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.2,Mar-10,Mar-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.2,Feb-10,Feb-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.3,Jan-10,Jan-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.5,Dec-09,Dec-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.8,Nov-09,Nov-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.9,Oct-09,Oct-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.2,Sep-09,Sep-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.4,Aug-09,Aug-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.5,Jul-09,Jul-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.6,Jun-09,Jun-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.8,May-09,May-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.8,Apr-09,Apr-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.8,Mar-09,Mar-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.8,Feb-09,Feb-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.7,Jan-09,Jan-09,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.7,Dec-08,Dec-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.5,Nov-08,Nov-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
93.2,Oct-08,Oct-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.9,Sep-08,Sep-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.8,Aug-08,Aug-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.6,Jul-08,Jul-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.5,Jun-08,Jun-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.3,May-08,May-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.1,Apr-08,Apr-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
91.8,Mar-08,Mar-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
91.7,Feb-08,Feb-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
91.7,Jan-08,Jan-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
91.3,Dec-07,Dec-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
91.0,Nov-07,Nov-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
90.8,Oct-07,Oct-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
90.6,Sep-07,Sep-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
90.6,Aug-07,Aug-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
90.2,Jul-07,Jul-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
90.0,Jun-07,Jun-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
89.8,May-07,May-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
89.6,Apr-07,Apr-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
89.4,Mar-07,Mar-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
89.2,Feb-07,Feb-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
89.2,Jan-07,Jan-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.8,Dec-06,Dec-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.7,Nov-06,Nov-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.5,Oct-06,Oct-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.4,Sep-06,Sep-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.2,Aug-06,Aug-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
88.1,Jul-06,Jul-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.9,Jun-06,Jun-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.7,May-06,May-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.6,Apr-06,Apr-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.4,Mar-06,Mar-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.2,Feb-06,Feb-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
87.1,Jan-06,Jan-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
86.7,Dec-05,Dec-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
86.4,Nov-05,Nov-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
86.3,Oct-05,Oct-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
86.1,Sep-05,Sep-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.9,Aug-05,Aug-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.7,Jul-05,Jul-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.5,Jun-05,Jun-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.3,May-05,May-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.2,Apr-05,Apr-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
85.1,Mar-05,Mar-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
84.9,Feb-05,Feb-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
84.8,Jan-05,Jan-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
106.1,Nov-18,Nov-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
106.0,Oct-18,Oct-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.9,Sep-18,Sep-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.7,Aug-18,Aug-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.6,Jul-18,Jul-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.4,Jun-18,Jun-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.4,May-18,May-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.3,Apr-18,Apr-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.2,Mar-18,Mar-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.1,Feb-18,Feb-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
105.0,Jan-18,Jan-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.9,Dec-17,Dec-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.9,Nov-17,Nov-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.8,Oct-17,Oct-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.8,Sep-17,Sep-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.6,Aug-17,Aug-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.4,Jul-17,Jul-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.2,Jun-17,Jun-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.2,May-17,May-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.1,Apr-17,Apr-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
104.0,Mar-17,Mar-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
103.9,Feb-17,Feb-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
103.8,Jan-17,Jan-17,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
103.6,Dec-16,Dec-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
103.4,Nov-16,Nov-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
103.2,Oct-16,Oct-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
102.8,Sep-16,Sep-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
102.7,Aug-16,Aug-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
102.4,Jul-16,Jul-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
102.2,Jun-16,Jun-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
102.1,May-16,May-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.8,Apr-16,Apr-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.5,Mar-16,Mar-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.3,Feb-16,Feb-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.2,Jan-16,Jan-16,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.9,Dec-15,Dec-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.8,Nov-15,Nov-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.5,Oct-15,Oct-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.4,Sep-15,Sep-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.2,Aug-15,Aug-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.0,Jul-15,Jul-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.9,Jun-15,Jun-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.7,May-15,May-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.6,Apr-15,Apr-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.4,Mar-15,Mar-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.3,Feb-15,Feb-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.3,Jan-15,Jan-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.0,Dec-14,Dec-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.9,Nov-14,Nov-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.7,Oct-14,Oct-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.6,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.5,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.2,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
98.0,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.9,May-14,May-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.7,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.5,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.5,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.4,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.4,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.3,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.1,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
97.0,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.9,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.8,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.7,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.6,May-13,May-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.5,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
